"id","name","goal","slug","country","currency","staff_pick","category","source_url","name_len","name_len_clean","deadline_weekday","created_at_weekday","launched_at_weekday","deadline_month","deadline_day","deadline_yr","deadline_hr","created_at_month","created_at_day","created_at_yr","created_at_hr","launched_at_month","launched_at_day","launched_at_yr","launched_at_hr","create_to_launch_days","launch_to_deadline_days","DeadlineWeekend","currency_rate"
80267071,"Eclectic Nonsense",7000,"eceletic-nonsense","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",2,2,"Tuesday","Sunday","Sunday",7,26,2016,16,6,5,2016,11,6,5,2016,16,0,50,0,1
224347690,"Make the Randomize Album",10000,"make-the-randomize-album","SE","SEK",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",4,3,"Sunday","Friday","Friday",11,1,2015,7,10,9,2015,7,10,9,2015,8,0,22,1,0.12127783
1936317863,"5 Hours of Music",5000,"5-hours-of-music","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",4,3,"Sunday","Friday","Friday",7,26,2015,6,6,26,2015,5,6,26,2015,6,0,30,1,1
7760006,"ES1",12000,"es1","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",1,1,"Sunday","Thursday","Friday",8,7,2011,22,7,7,2011,15,7,8,2011,22,1,30,1,1
441443763,"Apocalypse- OvM",5000,"apocalypse-ovm","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",2,2,"Friday","Saturday","Wednesday",7,15,2016,16,6,11,2016,11,6,15,2016,16,4,30,0,1
356617830,"3 Word Challenge by MOrlov (Canceled)",550,"3-word-challenge-by-morlov","GB","GBP",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",6,5,"Thursday","Tuesday","Wednesday",6,16,2016,6,4,12,2016,7,6,1,2016,6,49,15,0,1.46930044
721638869,"RAM'S HEAD: 4 CDs of unheard music from an unknown genius!",4900,"rams-head-4-cds-of-unheard-music-from-an-unknown-g","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",11,8,"Thursday","Monday","Tuesday",12,6,2012,11,8,27,2012,12,11,6,2012,11,70,30,0,1
1821248805,"DNG's Journey to release a successful single ""GOING""",1500,"dngs-journey-to-release-a-successful-single-going","CA","CAD",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",8,6,"Wednesday","Monday","Wednesday",1,1,2014,17,11,18,2013,8,11,20,2013,15,2,42,0,0.95833816
273575187,"MegaSoundFestival (Canceled)",1e+05,"megasoundfestival","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/electronic%20music?ref=category_modal&sort=magic",2,2,"Wednesday","Tuesday","Monday",8,19,2015,14,7,14,2015,1,7,20,2015,14,6,30,0,1
1880421082,"Seldat and Skytown: The Southern MN Dream Begins",2500,"seldat-and-skytown-the-southern-mn-dream-begins","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/country%20&%20folk?ref=category_modal&sort=magic",8,7,"Friday","Friday","Wednesday",11,16,2012,14,10,12,2012,16,10,17,2012,14,4,30,0,1
339428407,"New Full-Length Album. Working title: ""Old Excuses""",6500,"new-full-length-album-working-title-old-excuses","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/country%20&%20folk?ref=category_modal&sort=magic",7,7,"Monday","Thursday","Tuesday",6,18,2012,21,1,5,2012,21,5,29,2012,21,144,19,0,1
2124254859,"Make Robb Esperat's Album Happen!! Seriously  PLEASE!!",700,"make-robb-esperats-album-happen-seriously-please","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/country%20&%20folk?ref=category_modal&sort=magic",7,7,"Monday","Saturday","Monday",3,19,2012,18,3,3,2012,18,3,5,2012,15,1,14,0,1
1850681968,"Man from the Mountain Music Video",3500,"man-from-the-mountain-music-video","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/country%20&%20folk?ref=category_modal&sort=magic",6,4,"Saturday","Thursday","Thursday",7,23,2011,17,6,23,2011,14,6,23,2011,17,0,30,1,1
293385939,"THE FLUTTERBIES: Sponsor A Concert! Produce a Record!",2000,"the-flutterbies-sponsor-a-concert-produce-a-record","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/country%20&%20folk?ref=category_modal&sort=magic",8,7,"Tuesday","Thursday","Thursday",5,25,2010,4,4,15,2010,18,4,15,2010,19,0,39,0,1
1092509309,"Voices of Light: Guatemala 2012",13500,"voices-of-light-guatemala-2012","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/classical%20music?ref=category_modal&sort=magic",5,4,"Monday","Tuesday","Wednesday",12,10,2012,22,6,12,2012,15,11,21,2012,11,161,19,0,1
258895327,"The Bandmasters Podcast",600,"the-bandmasters-podcast","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/classical%20music?ref=category_modal&sort=magic",3,3,"Tuesday","Saturday","Sunday",9,1,2015,14,7,25,2015,9,8,2,2015,14,8,30,0,1
328068402,"ITALIAN BACH - Anna Fusek and orchestra - DEBUT SOLO CD",25000,"italian-bach-anna-fusek-and-orchestra-debut-solo-c","DE","EUR",FALSE,"","https://www.kickstarter.com/discover/categories/music/classical%20music?ref=category_modal&sort=magic",11,10,"Wednesday","Sunday","Friday",1,20,2016,18,12,13,2015,3,12,18,2015,18,5,33,0,1.08422357
366934584,"Request To Co-Sponsor A New Composition For String Quartet",1500,"co-commission-a-new-composition-for-string-quartet","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/music/classical%20music?ref=category_modal&sort=magic",9,9,"Thursday","Thursday","Sunday",9,23,2010,21,7,22,2010,21,8,8,2010,23,17,45,0,1
780854440,"Jalopy Records Seven Inch Subscription Series",18000,"jalopy-records-seven-inch-subscription-series","US","USD",TRUE,"Blues","https://www.kickstarter.com/discover/categories/music/blues?ref=category_modal&sort=magic",6,6,"Friday","Tuesday","Thursday",10,14,2016,22,7,19,2016,10,9,15,2016,13,58,29,0,1
477171556,"Ron Sunshine is making a new record…Thanks to You!!!",18000,"ron-sunshine-is-making-a-new-studio-recordingfinal","US","USD",FALSE,"Blues","https://www.kickstarter.com/discover/categories/music/blues?ref=category_modal&sort=magic",9,6,"Friday","Monday","Wednesday",3,20,2015,17,7,14,2014,22,2,18,2015,11,218,30,0,1
2143543297,"SPORTSFRIENDS featuring Johann Sebastian Joust",150000,"sportsfriends-featuring-johann-sebastian-joust","US","USD",TRUE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",5,5,"Monday","Friday","Thursday",12,10,2012,15,10,19,2012,23,11,8,2012,15,19,31,0,1
1104486396,"Legends of Persia",3000,"legends-of-persia","US","USD",TRUE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",3,2,"Sunday","Monday","Wednesday",5,4,2014,20,2,17,2014,20,3,5,2014,20,16,60,1,1
1341045295,"Diamond Trust of London",78715,"diamond-trust-of-london","US","USD",TRUE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",4,3,"Saturday","Monday","Wednesday",5,26,2012,17,11,14,2011,20,5,9,2012,18,176,16,1,1
1867183224,"Star Citizen",5e+05,"star-citizen","US","USD",TRUE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",2,2,"Monday","Friday","Thursday",11,19,2012,12,10,12,2012,14,10,18,2012,12,5,32,0,1
301157338,"Monster Prom [a crazy twist on dating sims!]",8000,"monster-prom","ES","EUR",TRUE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",8,7,"Thursday","Thursday","Tuesday",11,24,2016,19,5,19,2016,9,10,25,2016,8,158,30,0,1.08654316
1823394364,"Against the Wall",6500,"against-the-wall-0","US","USD",TRUE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",3,2,"Sunday","Friday","Thursday",12,4,2011,19,9,23,2011,0,10,20,2011,19,27,45,1,1
1190376005,"DROPSY: A different take on the old school adventure genre.",225,"dropsy-a-different-take-on-the-old-school-adventur","US","USD",TRUE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",10,8,"Wednesday","Wednesday","Monday",11,2,2011,13,9,28,2011,8,10,17,2011,13,19,16,0,1
162758986,"Vengeance Presented by No Limit Games LLC",60750,"vengeance-presented-by-no-limit-games-llc","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",7,6,"Thursday","Friday","Tuesday",7,25,2013,16,6,21,2013,17,6,25,2013,23,4,29,0,1
1425142887,"Mathatar - An online Maths adventure game for KS2 to GCSE",5000,"mathatar-an-online-maths-adventure-game-for-ks2-to","GB","GBP",FALSE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",11,9,"Thursday","Tuesday","Wednesday",1,12,2017,11,11,8,2016,14,12,7,2016,11,28,36,0,1.27446495
591064807,"Rolling Ball iPhone/iPad/Android game development",4000,"rolling-ball-iphone-ipad-android-game-development","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/games/video%20games?ref=category_modal&sort=magic",5,5,"Friday","Thursday","Monday",9,14,2012,9,7,12,2012,12,7,16,2012,9,3,60,0,1
229333637,"""Knife Comfort Shield"" Bringing relief to the everyday cook (Canceled)",1000,"knife-comfort-shield-bringing-relief-to-the-everyd","US","USD",FALSE,"Restaurants","https://www.kickstarter.com/discover/categories/food/restaurants?ref=category_modal&sort=magic",10,8,"Thursday","Monday","Tuesday",12,29,2016,18,11,28,2016,14,11,29,2016,18,1,30,0,1
1418987567,"Last Dance",7500,"last-dance","US","USD",FALSE,"Thrillers","https://www.kickstarter.com/discover/categories/film%20&%20video/thrillers?ref=category_modal&sort=magic",2,2,"Sunday","Monday","Monday",5,31,2015,23,5,4,2015,14,5,4,2015,15,0,27,1,1
1038639896,"The Trouble With Uncle Max",15000,"the-trouble-with-uncle-max","US","USD",FALSE,"Thrillers","https://www.kickstarter.com/discover/categories/film%20&%20video/thrillers?ref=category_modal&sort=magic",5,5,"Sunday","Friday","Wednesday",6,14,2015,22,5,1,2015,7,5,20,2015,5,18,25,1,1
1239201053,"The Come Up",50000,"the-come-up-1","US","USD",FALSE,"Thrillers","https://www.kickstarter.com/discover/categories/film%20&%20video/thrillers?ref=category_modal&sort=magic",3,3,"Monday","Friday","Friday",8,1,2016,12,6,17,2016,12,6,17,2016,12,0,44,0,1
1844524928,"""Serum"" - A Short Film",2000,"serum-a-short-film","US","USD",FALSE,"Shorts","https://www.kickstarter.com/discover/categories/film%20&%20video/shorts?ref=category_modal&sort=magic",5,5,"Thursday","Tuesday","Tuesday",4,14,2016,1,2,16,2016,9,3,15,2016,1,27,30,0,1
257043222,"Masked! A Feature Film",3000,"masked-a-feature-film","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film?ref=category_modal&sort=magic",4,4,"Saturday","Monday","Thursday",5,25,2013,13,3,25,2013,20,4,25,2013,13,30,30,1,1
1163843761,"Nick & Al Meet The Devil",30000,"nick-and-al-meet-the-devil","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film?ref=category_modal&sort=magic",6,6,"Wednesday","Wednesday","Monday",5,1,2013,2,1,9,2013,3,4,1,2013,2,81,30,0,1
1974822012,"RAZORS",10000,"razors","GB","GBP",FALSE,"","https://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film?ref=category_modal&sort=magic",1,1,"Wednesday","Tuesday","Monday",1,8,2014,16,11,12,2013,13,12,9,2013,16,27,30,0,1.63483373
395293858,"BOYS WILL BE BOYS",10000,"boys-will-be-boys-0","US","USD",FALSE,"","https://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film?ref=category_modal&sort=magic",4,4,"Wednesday","Wednesday","Monday",10,3,2012,14,8,22,2012,14,9,3,2012,14,12,30,0,1
1777168138,"10 Websites Dedicated To One Man For No Particular Reason",25,"10-websites-dedicated-to-one-man-for-no-particular","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",10,10,"Wednesday","Wednesday","Friday",4,15,2015,16,2,25,2015,13,3,13,2015,8,15,33,0,1
1753063015,"ProSportsCoaches - Online Coaching by Pro Athletes",55000,"prosportscoaches-online-coaching-by-pro-athletes","AU","AUD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",7,6,"Thursday","Thursday","Monday",12,4,2014,16,10,16,2014,7,10,20,2014,16,4,45,0,0.87457233
1147803478,"All College LLC",1000,"all-college-llc","US","USD",FALSE,"Apps","https://www.kickstarter.com/discover/categories/technology/apps?ref=category_modal&sort=magic",3,3,"Saturday","Saturday","Wednesday",5,16,2015,20,3,28,2015,15,4,1,2015,20,4,45,1,1
673135809,"Bookify Inc",5000,"bookify-inc","NO","NOK",FALSE,"Apps","https://www.kickstarter.com/discover/categories/technology/apps?ref=category_modal&sort=magic",2,2,"Wednesday","Sunday","Monday",4,1,2015,12,3,1,2015,12,3,2,2015,12,1,30,0,0.13036178
1247928050,"Home Health Scoring App",25000,"home-health-scoring-app","US","USD",FALSE,"Apps","https://www.kickstarter.com/discover/categories/technology/apps?ref=category_modal&sort=magic",4,4,"Saturday","Thursday","Thursday",3,7,2015,18,1,15,2015,18,2,5,2015,18,21,30,1,1
2131966618,"Fynd",2000,"pluggd-0","US","USD",FALSE,"Apps","https://www.kickstarter.com/discover/categories/technology/apps?ref=category_modal&sort=magic",1,1,"Sunday","Monday","Wednesday",8,21,2016,16,6,20,2016,11,6,22,2016,16,2,60,1,1
1947532482,"ChillaVino Wine's New Best Friend",40000,"chillavino-wines-new-best-friend","US","USD",FALSE,"Gadgets","https://www.kickstarter.com/discover/categories/technology/gadgets?ref=category_modal&sort=magic",5,5,"Wednesday","Tuesday","Monday",6,17,2015,7,5,12,2015,12,5,18,2015,7,5,30,0,1
1195810778,"DRILLBEACH :Electric Beach Umbrella & Usb Smartphone Charger",45000,"drillbeach-electric-beach-umbrella-and-usb-smartph","IT","EUR",FALSE,"Gadgets","https://www.kickstarter.com/discover/categories/technology/gadgets?ref=category_modal&sort=magic",8,8,"Tuesday","Thursday","Wednesday",9,1,2015,6,7,2,2015,14,7,8,2015,6,5,55,0,1.10365409
1650571308,"NEEO - The Thinking Remote",50000,"neeo-the-thinking-remote","US","USD",TRUE,"Hardware","https://www.kickstarter.com/discover/categories/technology/hardware?ref=category_modal&sort=magic",5,5,"Thursday","Tuesday","Tuesday",2,12,2015,8,10,28,2014,20,1,13,2015,8,76,30,0,1
542210804,"Aivvy Q: Smart Headphones Caches Personalized Music For You",125000,"aivvy","US","USD",TRUE,"Hardware","https://www.kickstarter.com/discover/categories/technology/hardware?ref=category_modal&sort=magic",9,9,"Thursday","Tuesday","Tuesday",4,23,2015,9,10,30,2012,3,3,24,2015,9,875,30,0,1
1843714703,"Rise of the Machine Interface Device (Canceled)",42000,"rise-of-the-machine-interface-device","US","USD",FALSE,"Hardware","https://www.kickstarter.com/discover/categories/technology/hardware?ref=category_modal&sort=magic",7,5,"Thursday","Tuesday","Tuesday",12,1,2016,7,7,12,2016,17,11,1,2016,7,111,30,0,1
2061825482,"GMO InSight: Fast  Reliable GMO Information",30000,"gmo-insight-fast-reliable-gmo-information","US","USD",FALSE,"Apps","https://www.kickstarter.com/discover/categories/technology/apps?ref=category_modal&sort=magic",6,6,"Friday","Saturday","Tuesday",1,13,2017,16,10,22,2016,10,11,29,2016,16,38,45,0,1
1590617673,"SOCCER VIDEO TRAINING DATABASE FOR YOUTH SOCCER TRAINERS",8500,"soccer-video-training-database-for-youth-soccer-tr","NL","EUR",FALSE,"Apps","https://www.kickstarter.com/discover/categories/technology/apps?ref=category_modal&sort=magic",8,8,"Friday","Tuesday","Wednesday",4,29,2016,6,11,24,2015,9,3,30,2016,6,126,30,0,1.11937709
1491075039,"Surface (http://surface.derbuttle.com)",5000,"surface-http-surfacederbuttlecom","DK","DKK",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",2,2,"Saturday","Thursday","Thursday",12,20,2014,15,11,13,2014,13,11,20,2014,15,7,30,1,0.16807757
2124204916,"WhiteShark Soziales Netzwerk",250000,"whiteshark-soziales-netzwerk","DE","EUR",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",3,3,"Saturday","Wednesday","Thursday",3,12,2016,14,2,10,2016,17,2,11,2016,14,0,30,1,1.12939986
1953043243,"NightCrawlerApp.com - Connects people with local night life",1800,"nightcrawlerappcom-connects-people-with-local-nigh","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",8,7,"Wednesday","Monday","Thursday",9,30,2015,10,8,3,2015,19,8,27,2015,10,23,33,0,1
935750821,"Revolution online services!",7500,"revolution-online-services","IT","EUR",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",3,3,"Saturday","Thursday","Monday",12,26,2015,13,12,17,2015,17,12,21,2015,13,3,5,1,1.07977485
294211306,"WOLO Life Clock - The Secret to staying MOTIVATED EVERYDAY!",30000,"wolo-life-inspiring-you-to-treasure-every-second-o","US","USD",FALSE,"Gadgets","https://www.kickstarter.com/discover/categories/technology/gadgets?ref=category_modal&sort=magic",10,9,"Wednesday","Wednesday","Wednesday",2,10,2016,6,11,18,2015,11,1,6,2016,6,48,35,0,1
1761679524,"PLAYBULB rainbow - Stylish Smart Color LED Light Bulb",10000,"playbulb-rainbow-stylish-smart-color-led-light-bul","US","USD",FALSE,"Gadgets","https://www.kickstarter.com/discover/categories/technology/gadgets?ref=category_modal&sort=magic",9,9,"Wednesday","Thursday","Tuesday",12,31,2014,19,12,4,2014,22,12,16,2014,19,11,15,0,1
1868294002,"The NoPhone",5000,"the-new-and-unimproved-nophone","US","USD",FALSE,"Gadgets","https://www.kickstarter.com/discover/categories/technology/gadgets?ref=category_modal&sort=magic",2,2,"Wednesday","Thursday","Tuesday",10,29,2014,16,10,9,2014,22,10,14,2014,16,4,15,0,1
114885830,"It's not VPN  it's AlwaysHome! Take your content worldwide",40000,"its-not-vpn-its-alwayshome","US","USD",FALSE,"Gadgets","https://www.kickstarter.com/discover/categories/technology/gadgets?ref=category_modal&sort=magic",9,7,"Monday","Tuesday","Tuesday",10,26,2015,6,5,12,2015,23,10,6,2015,6,146,20,0,1
1002484986,"LDS Home Teaching App (Visiting Teaching Too)",45000,"lds-home-teaching-app-visiting-teaching-too","US","USD",FALSE,"Apps","https://www.kickstarter.com/discover/categories/technology/apps?ref=category_modal&sort=magic",7,7,"Friday","Tuesday","Tuesday",10,17,2014,8,8,26,2014,14,9,2,2014,8,6,45,0,1
762442189,"zimplyU - Social Network That Connects People By Interests",60000,"zimplyu-social-network-that-connects-people-by-int","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",9,9,"Monday","Friday","Sunday",7,21,2014,12,6,6,2014,17,6,29,2014,12,22,22,0,1
842416913,"Roster Point Hockey",5000,"roster-point-hockey","CA","CAD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",3,3,"Sunday","Sunday","Wednesday",2,12,2017,9,12,18,2016,9,1,25,2017,7,37,18,1,0.75574194
1361727453,"Extant Solutions",75000,"extant-solutions","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",2,2,"Friday","Friday","Monday",7,31,2015,10,5,29,2015,16,6,1,2015,10,2,60,0,1
524238700,"Power Clean; Health Food Distributing and Resource Website.",16000,"power-clean-health-food-distributing-and-resource","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",8,7,"Saturday","Wednesday","Thursday",2,14,2015,11,12,24,2014,16,1,15,2015,11,21,30,1,1
1040791125,"Share your TOP 10 with your friends and the world!",55000,"share-your-top-10-with-your-friends-and-the-world","DE","EUR",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",10,5,"Friday","Tuesday","Monday",3,25,2016,15,1,19,2016,0,1,25,2016,15,6,60,0,1.07975153
1247729376,"estrl.com - A Magical Marketplace",20000,"estrlcom-a-magical-marketplace","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",5,5,"Thursday","Friday","Tuesday",7,23,2015,13,6,19,2015,14,6,23,2015,13,3,30,0,1
1377159508,"Venue Pal",50000,"venue-pal","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",2,2,"Wednesday","Wednesday","Friday",9,14,2016,10,8,17,2016,23,8,19,2016,10,1,26,0,1
602820295,"Goingad",53000,"goingad","GB","GBP",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",1,1,"Monday","Monday","Monday",2,29,2016,16,1,4,2016,11,1,11,2016,10,6,49,0,1.45190352
1197284280,"EveeDex: Networking for Vendors and Event Planners",44000,"eveedex-networking-for-vendors-and-event-planners","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",7,5,"Monday","Wednesday","Tuesday",10,31,2016,22,9,14,2016,21,9,27,2016,20,12,34,0,1
1071009264,"Apptimumdesign.com for Android and iOS easy design platform!",7500,"very-user-friendly-app-design-platform-for-android","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",8,6,"Thursday","Monday","Tuesday",1,1,2015,22,12,1,2014,17,12,2,2014,13,0,30,0,1
1355224633,"Feed The Bear",2500,"feed-the-bear","US","USD",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",3,3,"Friday","Saturday","Wednesday",1,6,2017,16,12,3,2016,22,12,7,2016,16,3,30,0,1
