id,state_ind_pred
783101029,0
779923768,0
1786550159,0
166543601,0
141662247,0
1310238304,0
2142971619,0
763757874,0
1663824574,0
1520343105,0
1520284037,0
265894630,0
1714073840,0
824548761,0
285018723,0
1275897809,0
48054417,0
2018770965,0
734191729,0
102192933,0
1028578367,0
615431882,0
947385406,0
952279552,0
1794346918,0
1295327056,0
85456960,0
1623610999,0
107644423,0
1245567740,0
1578187405,0
250952515,0
50442500,0
366543402,0
1232947612,0
1362188940,0
966551006,0
2101479372,0
190855834,0
1835438244,0
2013041076,0
1829959093,0
368464485,0
1385786890,0
1014980169,0
1566529427,0
1189986332,0
1647789051,0
1040548529,0
950252906,0
1715546502,0
2010681759,0
1619032323,0
763172252,0
2088786626,0
12961678,0
1675648229,1
1208403481,1
2031243691,1
431595117,1
1462484162,1
194067692,0
1741858197,0
620634213,0
1229844562,0
638353480,1
121707566,0
515070742,0
475409219,1
2043376955,0
521819839,0
1663258010,0
1366089022,0
264642887,0
1280055809,1
304814375,1
1299500496,0
1878676383,0
1065493271,1
2006901478,1
1892722879,1
289636078,0
246986446,1
1059666394,1
1606684401,1
1002521611,0
916080002,0
1735208606,1
767963758,0
1746131779,0
1210288360,0
1724229659,0
70427145,0
1963955237,0
1515438122,0
1016566206,1
2124452221,0
901566235,0
120256711,0
316789700,0
1841777714,0
1999888455,0
1107701462,0
1143570657,0
1096644926,0
1494760310,0
1418205028,0
1942872399,0
1436400002,1
1385142466,1
2035007660,1
1416941455,1
833221952,0
1726073617,1
204475693,0
579576319,0
1680537023,0
1964653970,1
1402626429,1
1434126364,0
400465837,0
1174411527,0
1389778659,0
778991887,0
2014735397,0
535816162,0
725433431,0
1962884700,0
1539350040,0
1117286040,0
383930320,0
522940515,0
1049068204,0
4994497,0
9597051,1
195225878,1
1856785821,1
26843928,0
980177559,1
1262190409,1
411214004,1
807525807,1
1254121470,1
944816578,1
573287286,0
1345735031,1
493714673,0
1461573217,0
1734310275,0
469942410,1
327547135,1
1341322572,1
654816622,1
1064685274,0
1134379238,0
656587596,1
1772258489,1
1359926267,0
770800936,0
1377366770,1
1346734764,1
1526386606,0
1368457745,1
1813361557,0
60759276,0
1248074698,0
695135094,1
1568943199,1
1773911165,1
1242303914,1
1934690933,1
525102833,1
1199339803,1
1930286428,0
1289086934,0
1957502911,0
1957799733,1
884784580,0
1738305676,1
1763079276,1
592222650,1
940656500,1
1849880091,1
967550694,1
1888252379,1
141648098,1
1815946706,1
1211091794,1
842329859,1
1879777265,0
712404972,0
1229266414,0
342314366,0
649305126,0
847605407,1
1170310497,0
11226181,1
754361761,0
355370289,1
985457347,1
1443255715,0
265715252,0
430656470,0
1019334728,1
1523862006,1
1443084031,0
334440288,0
1851477672,0
1271015242,0
619605257,0
605282446,0
1148111683,0
2100583429,1
1761268469,1
841585005,1
776496128,1
1729718016,1
1000776914,1
1907356945,1
489020469,1
1934019109,1
684139033,0
1532967277,0
1696003948,0
1759508504,0
972093190,0
1789916356,0
1430038668,1
769851698,0
1832949159,0
1537663234,0
840388991,1
12498573,0
1798008075,0
551813686,0
1095234464,0
1067405399,1
477356563,0
1437691515,0
197254176,0
1347778549,0
83478995,0
1445335961,0
1731093529,0
1758830730,0
2018574209,0
2011436662,0
359729674,0
535157813,1
863430150,0
1264634415,0
684377334,0
1980778506,0
322787069,0
692367890,0
52528807,1
1108338144,1
1129142727,0
876836651,0
1421803736,0
688191515,0
1906307227,0
1966975872,0
1489768433,0
1214734883,0
399697219,0
500258128,0
381123357,0
1924131875,0
620218306,0
2620949,0
351155431,0
2041076252,0
604445188,0
1051058276,0
1697692131,0
500281707,0
244209665,0
1824775124,0
1760284843,0
1282267651,0
1992712219,0
1161427056,0
235873594,0
1464306252,0
174313136,0
1325198605,0
1680173506,0
705347204,0
908106654,0
124500563,0
1020928451,1
1824663357,0
861057113,0
2038778467,0
142177966,0
823199169,0
1163070662,0
1283786671,0
2077349667,0
805202317,0
835244313,0
752163493,0
284979126,0
195232515,0
905921222,0
150568671,0
1194257232,0
1417083666,0
1588861037,1
1825843719,0
1484371707,0
1513776620,0
594545690,0
193044538,0
398426048,1
1185105986,0
1825661351,0
2055040862,0
247554572,0
731316492,1
2079513103,0
1748421900,0
764953940,0
706612892,0
1493950766,1
2093793891,0
515813243,0
342110177,0
1083842334,0
1293469146,0
256123328,0
474827738,0
733463739,0
905381789,0
1524683527,0
444391328,0
1705375095,0
46101633,1
1484182747,1
860139731,0
509336676,0
1349589567,0
1146892921,0
147635303,0
1443168450,0
1874090661,0
1220609201,1
41379736,0
296687017,0
666319828,0
868614716,0
1575544698,0
696259824,0
2045688423,0
1821155867,1
1009639152,0
796291790,0
1772043246,0
866172803,0
248350119,0
321992323,1
1551702099,0
1919498584,0
405946891,0
867767931,1
445929769,0
2086238770,0
1079741394,0
629093790,0
345485474,0
552878405,0
2005323380,0
1485599261,0
2129672316,0
1156752869,0
1103025038,0
1812853061,0
1925596941,1
454212633,0
2090287620,0
968998217,0
1174417681,0
2103562589,0
1123073636,0
385942568,0
1020566690,1
1605644077,0
771542318,0
927393639,0
550432560,0
1120264179,0
1721162494,0
511640690,0
981358877,0
1400008897,0
1964949346,0
1678010004,0
1865246893,0
1956296548,0
526724607,0
1531903247,0
72838665,0
1259306763,0
1300624545,0
1893852863,0
1010643909,0
2142742533,0
439688807,0
49054413,0
645514643,0
366456071,0
973124436,0
2124948608,1
2043533375,0
1304653502,0
1706086683,0
1937819573,0
181351925,0
1293404394,0
580005919,0
2117893166,0
597734829,0
48225215,0
87237590,0
1899097638,0
1256475974,1
1488473257,0
385578015,0
1820866790,0
1975082371,0
719267384,0
1564306295,0
1428174161,0
1435605965,0
747163830,0
14533758,0
1284483211,0
1678571875,0
1617036345,0
1517015112,0
647137920,0
2140593865,1
1567841145,0
1374485733,0
823028990,0
1163017662,0
1573715241,0
325872058,0
1100456710,0
971778206,0
1102818037,1
1393411665,0
1439137667,1
859980219,1
2046033596,0
215536851,0
1696205081,0
234206438,0
425372652,0
917820423,0
206673139,0
35223995,0
1684766632,0
1772585066,0
905760752,0
2078673236,1
714867756,1
2067651738,1
1352970973,1
1726950936,1
806154725,1
1219882488,0
1868052318,1
654352705,0
446808853,1
1984811940,1
1393145982,1
327497199,1
434535185,1
1741789934,1
1040878107,1
1194681868,0
1533748311,0
45619492,1
1743139692,0
1600983394,0
685516149,0
1251804487,1
1080422968,0
1707131511,0
683479090,1
1939613301,0
1567703434,1
1029277178,0
1387206653,1
1606690985,1
1012438241,0
868609087,0
490024850,1
1422228947,0
1254870238,1
1439353682,1
1083810122,0
1779566123,0
1257567370,0
405703732,0
446752616,0
180109504,0
958991481,0
385933534,0
1033947460,1
326614000,1
710213351,0
1606674117,0
1811023083,0
1519442941,1
855263600,1
778421346,0
1086891428,1
1894507423,1
1166542222,1
1822729427,0
749018055,0
63530552,0
1246183686,0
154350084,1
810654678,1
205052583,0
1583841527,0
862023930,0
1924112501,0
47436712,0
769137298,1
1143125510,0
1009809497,1
426326617,0
1356958482,1
2076725970,1
1317609495,1
419058599,0
658110891,1
1535175219,1
1601337675,1
474613074,1
699575039,1
1004686676,1
1430588831,1
1199705399,1
104770841,1
1751153745,1
1655426444,0
11439199,1
319879133,1
101767263,0
1062975472,1
1415102052,1
1376426504,1
1529068065,1
245972203,1
436145065,1
776360702,1
836069108,0
1331487878,1
926878686,1
1882105114,1
577817754,1
1496537501,1
1893209294,1
1067930555,1
1301436153,1
1944172417,1
244313729,1
340996551,0
301134284,1
565433517,1
2077632132,1
1970571767,1
404532152,1
468214073,0
69874174,1
1443367788,1
1597876772,1
262327093,1
2108802095,1
887974953,0
794790054,1
406301068,0
1778209093,1
17154104,0
175088212,0
1298412783,1
1275622509,0
103629928,0
1010535635,1
769160557,0
1628517030,1
406282894,1
1036202724,1
52048209,1
388857383,1
1445180115,0
885290979,1
303512768,1
57417711,1
1348528107,1
571559806,0
438899495,1
1471815363,1
1501244710,0
609529034,1
887575795,1
393824825,1
1763858274,1
1638288591,1
904563191,0
1885006420,1
1777877427,1
360112706,1
2042011582,1
874926647,0
1585697807,0
1937857042,1
491578485,1
1088399995,1
1722010960,1
784406890,1
1145397539,1
1240561939,0
81023186,1
1676585784,0
88770911,1
1717712774,1
577440097,0
298855518,1
261371655,1
308717806,1
1218156736,1
1491053235,1
287709298,1
1282033073,0
1870260559,1
1715460467,0
20022047,0
1408912832,1
239599173,0
1998460256,1
619517269,0
1706707152,0
1034630006,1
26443598,1
1562480378,0
337641804,1
136791303,0
418950549,1
735863605,1
1659662527,1
107703434,1
80110100,1
1249317992,1
1222567604,1
1910376333,1
975377124,0
1592599470,0
1150630348,0
1837541169,1
2006979688,1
1626387306,1
113347053,1
665236161,1
1271244479,1
936496503,1
739416986,1
390059011,1
2735809,0
282301162,0
2085081870,0
1742372406,0
753855544,0
687939149,0
680069210,0
845204466,1
720136345,1
1054989753,0
467509081,0
1451830804,1
598965481,0
935030358,0
309973564,0
767285572,1
885658613,0
192980829,0
1509911622,1
722042720,0
1698906916,1
951505967,1
298435947,0
439376365,0
617978296,0
91742888,0
1569080569,0
619969720,0
1867582139,1
762601515,0
1687325364,0
217500792,0
495311683,0
977161794,0
101231027,1
1176784663,1
726725445,1
1728173678,1
2141243781,0
1667604765,0
679079147,0
1160323154,0
1644379965,0
1879335172,0
20840731,0
1862485041,1
453931775,0
1383144753,0
962314966,1
1609408691,0
2043740737,0
851395576,1
713928330,0
1520760936,1
674053311,0
1438568725,0
27326584,0
691722918,0
1915573645,1
1633555502,0
1449564031,0
939413814,0
829390365,0
997061425,0
366412017,1
618997335,0
1659247736,0
837007343,1
968309903,1
1756693311,0
1096201762,0
2072700394,0
135005072,0
536881995,0
760164274,0
1387419556,1
382706852,1
1199560182,0
54734889,0
279745424,0
151643963,0
1466808727,1
1268623399,0
872971211,0
1547845338,0
1464309039,0
188859472,1
128564589,0
1589258766,0
1256968740,0
324406983,0
460461827,0
792294571,0
962464818,0
52468635,1
74003973,0
1591944769,0
556187891,0
1436848750,1
1414320770,1
658896266,0
1604855334,1
2037782372,0
1400686594,0
1894619335,0
470839570,0
2071929693,0
851520592,0
1370072152,1
1606434176,1
200679956,0
1565942280,0
703205896,1
130554461,1
1249110006,0
1501209549,0
915918806,0
361526687,1
640150274,1
1000590709,0
1318156193,1
1711216318,0
1082387051,0
904911469,0
134197462,0
752250518,1
497737312,0
227475041,0
795538273,0
592349512,0
501029672,0
1548370347,1
1837241313,1
1656744777,0
1081319199,1
342480241,0
1832329,1
36116183,0
1707209814,0
1882822622,1
1682691421,0
779069105,1
1327989509,0
1365865293,1
831255051,0
755166087,0
2088999259,1
966414213,0
4358464,0
1618505850,0
1777848966,0
32835260,0
1861867252,0
239562681,0
896048643,0
918511225,0
2053714917,1
1901276916,0
17112739,0
107576662,0
530292535,1
1888222709,0
523750081,0
722941565,0
1851407818,0
1817901356,1
1005397520,0
1730830001,0
1284616776,1
1027265164,0
1156319150,0
1128295395,0
1490487721,0
1090753536,0
830414942,1
633748288,0
844439796,1
965134493,1
2041302993,0
710230496,0
1187835930,0
416427893,0
1236297734,0
1484314621,1
60771591,0
1840309203,0
963651324,0
1727000016,0
82470793,0
1302591597,0
2076733569,0
1279865107,0
80022953,0
1814161857,0
2077048369,0
993639036,0
927147623,0
1390593044,0
1125638454,0
2093539282,0
1073900214,1
636174513,0
1941689632,0
1824816319,0
926709313,0
463616264,0
259955674,0
1715443877,0
940522081,0
1218187234,0
237264329,1
1227561174,1
1579070714,1
2026411758,1
319307716,1
209770544,1
778697152,0
1743520947,0
952976762,0
1725267854,0
468451547,0
1216348523,0
2131341591,0
1703842508,1
1162397330,0
1837139498,0
1221407538,1
663270711,0
2120163172,0
2145054770,1
771946318,0
1194856126,0
1661102627,0
1441159468,0
1865569050,1
826762061,1
1272323729,1
1238358515,0
1124983715,0
1171836416,1
711830463,0
1112352474,0
503136150,0
139616974,1
895557833,0
1991318697,1
490074944,0
1174715381,1
780026081,0
467605976,0
1747740042,1
795555056,1
291408440,0
2116835667,0
1518441136,0
24767736,1
205868039,1
838955779,1
1238891116,1
144967298,1
1588747827,1
275261967,1
469266846,1
1429825703,1
1477145607,1
260901201,1
415528594,0
1541961804,0
1614216014,1
2019769045,0
839061327,0
599736619,0
1022762778,0
2069306301,0
1907198850,0
575798786,0
806003129,0
517430562,0
2084736736,0
1521011250,0
138353049,1
2035823081,0
1634691139,0
1045077927,0
110559488,0
661321947,0
1343380435,1
608463387,0
156729560,1
687722335,1
258459073,0
1088700468,0
616943591,1
1948773776,0
275902521,1
1855844,0
1830742198,0
225064853,0
1738559497,0
92346228,0
1672450808,0
581240701,0
2130212538,1
418468141,0
13930523,0
2115038664,0
981126102,1
1850397585,0
2093352777,0
1607095567,0
1239711559,0
1881911527,0
1580225077,1
988935733,0
1784746316,0
306151431,0
1623658235,1
1890494239,0
1650614665,1
53129474,0
1348760052,0
683460371,0
1078583126,1
585447514,1
1165290964,0
1262248914,1
1795871575,1
1945839866,0
407881268,0
282921658,0
541191271,0
1846582637,0
795362879,1
189549242,0
1989259851,0
1831113391,0
1296825061,0
579881132,0
2009358619,0
1079446658,0
903610481,1
1887961947,0
1197695873,0
897984748,0
849469836,0
971632272,0
1363809088,0
1989896338,1
1578308297,0
358161211,1
1005967498,0
1185357074,0
1551841565,0
195846303,0
1986576162,0
1480509846,0
1950076802,0
1721370614,0
1613679303,0
1959948665,0
233567357,1
216812795,1
1535240746,1
876276876,0
1913701433,0
631087573,0
873886520,0
1618174305,0
1237052169,1
2141862109,0
1832150841,1
2147016701,1
538754870,0
1014692209,1
406839832,1
982337492,0
753997559,0
1298847019,0
143430431,0
516337183,1
1979292029,0
1060106397,0
630318624,0
1196669776,0
1664916936,0
802437399,1
1135539026,0
340835659,1
1451448950,0
76735168,0
610441954,1
491563718,0
1595900365,0
1448356746,0
173146756,0
1769936614,0
230455021,0
1333858348,0
351755263,0
1922820413,0
1882912333,0
46550498,0
1780701274,1
1948143204,0
1602271746,0
1980086352,0
1824133025,0
668357603,0
313651173,0
1584550402,1
1203278901,0
1106265767,0
987023068,0
1529500465,0
956793348,0
1528669819,1
1344232826,0
210122210,0
147599080,0
1817083824,0
1123636926,0
1772976120,0
2101756839,0
737024489,0
1625971588,0
1040979621,0
1721709792,0
1415497849,0
1323185961,1
1288616940,0
1164755449,0
756075989,0
1057441073,1
695209512,1
1498248041,1
1131425605,0
425898002,0
1547500883,1
817469087,1
1146007125,0
692336787,1
1553491437,0
536696969,0
1969551885,1
618819715,0
1445673987,0
1419998157,0
1364108362,0
1345210210,0
148967930,0
886437630,1
1210838995,0
1313269183,0
1277167795,0
563943809,0
1981352049,0
738902479,0
1725926906,1
1337697702,1
1435497133,1
1302749989,1
1001077166,1
647070511,1
2005970538,0
1721085007,0
1181651702,1
207524717,0
613273086,1
1841097932,0
680920866,0
1988917405,1
1654462263,0
1083269084,1
34585764,1
2000500794,1
1028828516,1
306661418,1
192300254,1
1203293585,1
583288374,1
1019788059,1
1322341015,1
419044318,0
2113229756,0
1797412217,0
175182918,0
922111928,1
839551116,1
1055566424,1
439986154,1
508891821,1
701256344,1
596089191,1
612203835,1
349608658,1
1341398754,1
654498051,1
1664232378,1
2012633626,1
453947499,0
1526192434,0
1560335359,1
2078411393,1
1230993952,1
528432655,1
1428927750,1
237780030,1
1564621264,1
1458998359,1
1266634660,1
1828948555,0
999606507,0
780243132,1
134047291,0
15817472,0
404247116,0
2025553051,1
2077444678,1
701031116,1
639267817,1
800617131,1
1417511404,0
1824866601,1
329920905,1
1611903388,1
417199630,0
916697715,0
277063116,0
1875382688,1
1781891347,1
116912871,0
932789519,0
676949827,0
2126252558,0
1936877059,1
576027099,0
1263686808,1
1890599066,0
666175519,1
1490407338,0
1057431669,0
969485041,0
914319371,0
864016582,0
1923624336,0
1447158631,0
968637104,1
16683438,0
1417186526,1
1882789726,1
102361894,1
428344111,1
777434806,0
1399173813,0
1167496150,1
2112379178,1
1161726163,1
1389230643,0
669122105,0
699972761,1
201680555,1
1912579093,1
405995392,0
1222715299,1
291597045,1
890630469,1
742730843,1
457560773,0
134727262,0
439943697,0
748199313,0
494608375,1
1446933825,1
407560025,1
1401490644,0
1128472728,0
711526660,0
321293218,0
12550430,0
230846791,1
72003700,0
1247759727,0
634736704,0
1028663771,0
1674510548,0
634823570,1
1499423362,1
1968613282,1
2111341695,1
901304713,1
565178143,1
1623032554,1
1564838186,1
342579877,1
1143024492,1
312718208,1
518590288,1
1763740884,1
395600167,1
1076087211,0
410129128,0
1137891990,0
1289219105,1
102697452,1
594223391,1
426902490,1
1944031399,0
59678253,0
1404710156,1
1537271827,1
572851019,1
894728348,0
1129831377,0
1559528838,1
389741114,1
1198912525,1
516937908,1
1757447330,1
1132509366,1
332003195,0
429213670,1
1404269096,1
1555773146,1
447134338,1
150615976,1
4505302,1
1552263788,1
673683201,1
1837287556,0
1256476775,0
1898426361,0
1465836736,0
967668446,0
1796537733,0
1969030319,0
1950272183,0
908827601,1
1313612707,1
1321995994,0
683169350,0
1236729828,0
1178289477,0
1514424160,0
739951534,1
1642722354,0
105675920,0
221859371,1
1083360284,1
564701976,0
245343728,0
942168918,0
1088717219,0
1229101390,1
1554899148,0
1126137631,0
1885013937,0
118519306,0
962534675,0
619427545,1
54151629,0
1971913833,1
1347844120,0
831381166,0
291548720,0
651774865,1
1786457328,0
1177921091,0
1308107124,0
143574025,0
1013426137,0
1778446593,1
1611328033,1
1790991346,0
2107250981,0
1393289447,1
1753438265,1
449047082,0
2133337075,0
668548397,1
1331774122,0
677895863,1
1805311629,0
38730710,0
492759117,0
548919904,0
1289025869,0
1580753310,0
1377279724,0
1012782986,0
1332546104,1
